appid,title,genres,developers,publishers,tags,release_year,short_description
354040,Hypership Out of Control,"Action,Casual,Indie,Racing",Fun Infused Games,Fun Infused Games,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Leaderboards,Family Sharing",2015,"Space is a dangerous placed for even the most seasoned starship pilot, full of asteroids, multicolored floating blocks, and space mines. It's even more dangerous when you your accelerator is stuck to the floor and your brakes are out."
354050,Starlight Tactics™,"Action,Indie,Strategy","Escape Hatch Entertainment,LLC","Escape Hatch Entertainment, LLC","Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Remote Play Together,Family Sharing",2015,Travel a hundred years into the future to command an advanced space fleet in full 3D turn-based tactical space combat through the greatest conflict humankind has ever known. Protect the Sky!
354130,Tetrageddon Games,Indie,alienmelon,alienmelon,Single-player,2023,"Tetrageddon is what the internet does to people. Bring the internet to your desktop with stunning 8-bit graphics, monkeys, and a mild lack of self respect that games can be proud of today."
354140,Five Nights at Freddy's 3,"Action,Indie,Simulation",Scott Cawthon,Scott Cawthon,"Single-player,Family Sharing",2015,"Thirty years after Freddy Fazbear's Pizza closed it's doors, the events that took place there have become nothing more than a rumor and a childhood memory, but the owners of &quot;Fazbear's Fright: The Horror Attraction&quot; are determined to revive the legend and make the experience as authentic as possible for patrons, going to great l"
354160,WRC 5 FIA World Rally Championship,Racing,KT Racing,"Nacon,Dear Villagers","Single-player,Multi-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Remote Play on TV,Family Sharing",2015,"Find all the cars, all the drivers and all the official rallies of the 2015 FIA World Rally Championship in THE racing simulation standard. Realistic driving on different road surfaces, dynamic damage, day/night system, weather… Experience all the sensations of rally racing in WRC 5!"
354180,Bunker - The Underground Game,"Adventure,Indie",Nightly Studios,2tainment GmbH,"Single-player,Steam Achievements,Steam Trading Cards,Family Sharing",2015,"This is Bunker: The Underground Game. You probably never heard of it but since you now have, you are one of the cool kids. Game takes place deep down in a forgotten Soviet bunker. You spend rest of your absurd adventure puzzling, mini gaming, pointing, clicking, hipstering, err humor-ing oh and escaping what is no doubt the weirdest..."
354200,Aberoth,"Action,Adventure,Free To Play,Indie,Massively Multiplayer,RPG","Jarbit,Castle art by Yuriy Gusev",Jarbit,"Multi-player,MMO,PvP,Online PvP,Steam Achievements",2015,Aberoth is a fantasy massively multiplayer online role playing game with charming retro graphics and tons of freedom.
354230,Devouring Stars,"Indie,Strategy",Nerial,BulkyPix,"Single-player,Multi-player,Steam Achievements,Family Sharing",2015,"What if you could unhook the stars and fight your battles with black holes? With its mix of adaptative unit combination, space resource harvesting as well as visual and audio refinement, Devouring Stars aspires to bring a different scope to the RTS genre."
354240,"Please, Don’t Touch Anything","Casual,Indie",Four Quarters,ForwardXP,"Single-player,Steam Achievements,Steam Trading Cards,Commentary available,Family Sharing",2015,"A brain-racking game about bathroom breaks, screwdrivers and nuclear explosions."
354280,ChaosTower,"Action,Casual,Indie,Simulation",CashcowGames,CashcowGames,"Single-player,Steam Achievements,Steam Cloud,Family Sharing",2016,"Chaostower - Build and defend, a physics-based action puzzler. Build a tower from a whole bunch of different parts and prove it against several natural forces like earthquakes, wind and meteors. Defend your tower against artificial enemies, like robots, tanks, bomb-birds and many more."
354290,LoveBeat,"Action,Casual,Massively Multiplayer,Free To Play","CRAZYDIAMOND CO., LTD.","CRAZYDIAMOND CO., LTD.","Multi-player,PvP,Online PvP,Steam Trading Cards,In-App Purchases,Custom Volume Controls",2016,LoveBeat is a free-to-play rhythm game. A lot of amazing indie songs will give you both the excitement of playing the game and the delight of listening to your favorite songs at the same time. Let’s join LoveBeat dance party where it’s full of friendly people all over the world!
354310,Claws & Feathers,"Casual,Strategy",Alawar Entertainment,ESDigital Games,"Single-player,Steam Trading Cards,Family Sharing",2015,"Get ready for the fur to fly in this wild and crazy matching game! With dozens of challenging levels, bright and colorful graphics, and a storyline that will have you squawking with laughter, Claws and Feathers will provide hours matching fun!"
354380,Assassin’s Creed® Chronicles: China,"Action,Adventure",Climax Studios,Ubisoft Entertainment,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Family Sharing",2015,"The first entry in the Assassin’s Creed Chronicles saga takes place in China, 1526, as the Ming dynasty starts to crumble. You embody Shao Jun, the last remaining Assassin of the Chinese Brotherhood, returning to her homeland with a vendetta."
354400,Tadpole Treble,"Action,Adventure,Indie",BitFinity,"BitFinity, Sunken Treasure Games","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Includes level editor,Commentary available,Family Sharing",2016,"Embark on a thrilling adventure through sheet music in Tadpole Treble! Escape predatory piranhas, flirtatious tadpoles and more as you make your way back home. Shoot for the top of the leaderboards, or create your own stages and music in Composition Mode!"
354430,STAR WARS™ - X-Wing Special Edition,"Action,Simulation",Lucasfim,"LucasArts,Lucasfim,Disney","Single-player,Partial Controller Support,Steam Cloud,Family Sharing",2015,Against the overwhelming might of the Empire stands a small but growing Rebel Alliance. Scattered resistance groups are uniting and what is needed most now are Starfighter pilots. Will you join their struggle to end this tyranny and become a hero of the Rebellion?
354560,We Are Legion,"Indie,Strategy",Pwnee Studios,Pwnee Studios,"Multi-player,Family Sharing",2015,"No unit caps. No limits. No mercy. I don't know if fast paced, retro arcade style strategy is a thing, but if it is, this is it. 我會看到你在戰場上。"
354600,Decisive Campaigns: Case Blue,"Simulation,Strategy",VR Designs,Slitherine Ltd.,"Single-player,Multi-player,Steam Cloud,Family Sharing",2015,"Decisive Campaigns: Case Blue simulates the German drive to Stalingrad and into the Caucasus of the summer of 1942, as well as its May preludes (2nd Kharkov offensive, Operation Trappenjagd) and also the Soviet winter counter-offensive (Operation Uranus) that ended with the encirclement of 6th Army in Stalingrad."
354620,Miner Warfare,"Action,Casual,Indie",Heartbit Interactive,Heartbit Interactive,"Multi-player,Shared/Split Screen,Full controller support,Steam Trading Cards,Remote Play Together,Family Sharing",2015,"8 players local multiplayer bonanza with only 4 controllers!In Miner Warfare you dig for gold. But you'll spend most of the match shooting in your friends's face, mining holes with laser cannon, throwing buggers and detonating atomic bombs. WARNING: excessive use can destroy friendship."
354680,Adventures of Bertram Fiddle 1: A Dreadly Business,"Adventure,Casual,Indie",Rumpus,Chorus Worldwide Games,"Single-player,Family Sharing",2015,"A classic point and click adventure game, featuring weird and wonderful characters, beautiful animation and a fantastic soundtrack. &quot;It is quite possibly one of the finest point-and-click comedy murder mystery adventure games set in Victorian London you will play today&quot; - Bertram Fiddle"
354690,The Lost City Of Malathedra,"Adventure,Casual,Indie",Ethereal Darkness Interactive,Strategy First,"Single-player,Family Sharing",2015,There are reasons a lost city becomes lost.
354720,STATIC: Investigator Training,"Adventure,Casual,Indie",Ethereal Darkness Interactive,Strategy First,"Single-player,Family Sharing",2015,"Assume the role of Julie Masters, a new Berkshire Paranormal investigator as she explores and investigates the Houghton Mansion using all the ghost-hunting tools of the trade!"
354730,Deadly Sin,"Casual,RPG",Dancing Dragon Games,Dancing Dragon Games,"Single-player,Full controller support,Family Sharing",2015,"Take on the role of Lorelai, a young woman of humble means who learns that her true identity is the heir to a powerful empire!"
354740,Echoes of Aetheria,"Indie,RPG",Dancing Dragon Games,Dancing Dragon Games,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Family Sharing",2016,"Two nations finally achieve peace, marked by a momentous royal wedding. But just as they seal it with a kiss, a group of soldiers sabotage the wedding and kidnap the bride! Follow the story of Lucian, Ingrid, and Soha, as they uncover the secrets of the conspiracy and expose the true villains!"
354770,Trigger Saint,"Adventure,Indie,RPG",Aaron Arcand,Undergroundies,"Single-player,Steam Achievements,Stats,Steam Leaderboards,Family Sharing",2015,"Take on the role of Trigger Saint, mystic, hero, savior, legend, and wielder of the mighty Kuna Musket. You have come of age and it is time to fulfill your destiny. Avenge your people and reclaim the floating city of Pithia in this Si-Fi/Fantasy like, Isometric like, Adventure/Shooter like RPG."
354780,Teknedia,"Action,Adventure,Indie",Stache Studios,Stache Studios,"Single-player,Steam Achievements,VR Support,Partial Controller Support,Steam Leaderboards,Family Sharing",2021,"Teknedia is a first person arcade platforming game. Jump your way through dozens of vibrant levels, and unlock the mysteries behind this alien world. Compete against your friends and the world for best times, and seek out hidden, difficult to obtain collectibles."
354810,Coated,Indie,"mamoniem,Owlnight",Vikong,"Single-player,Steam Achievements,Partial Controller Support,Family Sharing",2015,"Coated is a world made of colors, coat yourself to solve puzzles. It is a game, an adventure, and a lesson."
354820,Prison Tycoon Alcatraz,Simulation,ValuSoft,Cosmi Valusoft,"Single-player,Family Sharing",2015,At Alcatraz you need to deliver total punishment and minimum privilege to ruthless murders and hardened criminals. Do you have what it takes?
354860,The Adventures of Tree,"Adventure,Indie,RPG",Dune Clockidy,"Dune Clockidy,Tiger Studios","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing",2016,"The Adventures of Tree takes you on an open-ended adventure to save your species from the evil invaders; Florps! Explore the vast open world to discover its many secrets while completing quests, enjoying quirky dialogue, and upgrading your abilities and gear along the way."
354920,Pester,Indie,Flump Studios,Funbox Media Ltd,"Single-player,Full controller support,Steam Trading Cards,Family Sharing",2015,"A blast from Flump Studios past! Pester was released on Xbox live indies back in early 2013 and was Flump Studios first game developed for public release. A remake of one of my early C64 games, Pester is a very fast paced and busy retro vertical shooter."
354930,Slinki,"Adventure,Indie",Titan Forged Games,Titan Forged Games,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Steam Leaderboards,Family Sharing",2015,"Hack your way through this maddened forest with one angry bunny's razor sharp Independently Targeting Bionic Shard of Concentrated Mayhem that serves as the titular character's right arm. Now fully detatchable and slingshot capable, for when you just need to fling yourself across the screen."
